value,time
162.66185,1673395200000
167.53791,1673398800000
153.2403375,1673402400000
119.5599325,1673406000000
146.74725,1673409600000
125.1234625,1673413200000
162.90555,1673416800000
145.33353,1673420400000
149.96212,1673424000000
184.3884,1673427600000
129.0236425,1673431200000
185.042125,1673434800000
137.71375,1673438400000
157.195375,1673442000000
169.71795,1673445600000
146.1230125,1673449200000
123.2751425,1673452800000
123.1392575,1673456400000
101.7494825,1673460000000
123.6954225,1673463600000
107.2278775,1673467200000
125.0007525,1673470800000
123.887395,1673474400000
129.62747,1673478000000
127.1048725,1673481600000
136.0932,1673485200000
122.885625,1673488800000
145.1679325,1673492400000
124.77303,1673496000000
136.382515,1673499600000
124.48831,1673503200000
155.206525,1673506800000
152.1019,1673510400000
157.7868,1673514000000
124.7201625,1673517600000
141.781875,1673521200000
159.3111,1673524800000
114.2161125,1673528400000
111.6385275,1673532000000
148.870055,1673535600000
136.6912,1673539200000
122.86352,1673542800000
103.0297275,1673546400000
122.52221,1673550000000
107.28887,1673553600000
124.9243875,1673557200000
100.6548625,1673560800000
124.3239675,1673564400000
105.9647425,1673568000000
105.32267,1673571600000
102.58404,1673575200000
101.09784,1673578800000
105.669555,1673582400000
102.51716,1673586000000
96.9164575,1673589600000
125.0559275,1673593200000
85.1074975,1673596800000
124.435745,1673600400000
119.4364025,1673604000000
149.749745,1673607600000
124.641745,1673611200000
156.8505,1673614800000
131.438675,1673618400000
133.075425,1673622000000
153.6773475,1673625600000
128.392915,1673629200000
164.922,1673632800000
159.68679,1673636400000
166.77605,1673640000000
161.435725,1673643600000
136.01455,1673647200000
167.696125,1673650800000
162.51281,1673654400000
158.662025,1673658000000
175.5578,1673661600000
189.68065,1673665200000
176.958775,1673668800000
181.02425,1673672400000
177.697675,1673676000000
183.7102,1673679600000
165.053875,1673683200000
186.156125,1673686800000
214.8156,1673690400000
202.5436,1673694000000
185.7079,1673697600000
206.8303,1673701200000
211.9816,1673704800000
181.520265,1673708400000
160.2285,1673712000000
200.974725,1673715600000
182.2917,1673719200000
208.04405,1673722800000
189.4235,1673726400000
192.9196875,1673730000000
193.993825,1673733600000
195.778175,1673737200000
187.320925,1673740800000
210.338875,1673744400000
183.954875,1673748000000
173.784875,1673751600000
177.1447,1673755200000
181.97194,1673758800000
221.26085,1673762400000
185.335425,1673766000000
200.965325,1673769600000
210.064325,1673773200000
232.5291,1673776800000
203.59275,1673780400000
204.24035,1673784000000
220.40945,1673787600000
190.746075,1673791200000
208.9102,1673794800000
202.83615,1673798400000
160.697225,1673802000000
204.48375,1673805600000
178.3623,1673809200000
191.86205,1673812800000
177.941225,1673816400000
182.6597,1673820000000
167.312675,1673823600000
177.7222,1673827200000
175.2578,1673830800000
218.8949,1673834400000
193.63925,1673838000000
208.03625,1673841600000
186.322875,1673845200000
156.942075,1673848800000
189.218275,1673852400000
165.80755,1673856000000
174.32795,1673859600000
190.957075,1673863200000
182.086225,1673866800000
186.38955,1673870400000
197.479775,1673874000000
186.618175,1673877600000
187.227025,1673881200000
166.2441,1673884800000
177.018785,1673888400000
162.7439875,1673892000000
166.85703,1673895600000
113.697845,1673899200000
154.3004075,1673902800000
143.1979075,1673906400000
133.236785,1673910000000
170.6231,1673913600000
163.6563625,1673917200000
158.61575,1673920800000
194.731425,1673924400000
209.87895,1673928000000
184.04615,1673931600000
185.180275,1673935200000
163.119,1673938800000
212.502,1673942400000
165.625975,1673946000000
184.573925,1673949600000
161.62669,1673953200000
144.3825,1673956800000
151.51387,1673960400000
155.517455,1673964000000
165.81675,1673967600000
144.21363,1673971200000
141.3217125,1673974800000
118.931575,1673978400000
139.087355,1673982000000
127.7427825,1673985600000
159.722045,1673989200000
140.75378,1673992800000
122.339385,1673996400000
140.9277,1674000000000
137.75252,1674003600000
109.211415,1674007200000
118.619975,1674010800000
104.9825375,1674014400000
132.77239,1674018000000
112.9116675,1674021600000
115.5389425,1674025200000
141.09777,1674028800000
104.6126475,1674032400000
102.15513,1674036000000
139.111125,1674039600000
114.4812275,1674043200000
116.6850375,1674046800000
111.7440625,1674050400000
103.767005,1674054000000
126.1502075,1674057600000
118.077495,1674061200000
125.1654025,1674064800000
108.1021,1674068400000
107.5130675,1674072000000
114.70844,1674075600000
130.590245,1674079200000
122.4482,1674082800000
112.2546925,1674086400000
100.598805,1674090000000
146.08884,1674093600000
123.418435,1674097200000
139.5710975,1674100800000
109.43979,1674104400000
106.88677,1674108000000
126.317105,1674111600000
125.88856,1674115200000
130.8843825,1674118800000
122.6913375,1674122400000
123.9940425,1674126000000
143.9895175,1674129600000
112.6207675,1674133200000
116.9559775,1674136800000
118.16816,1674140400000
128.3536275,1674144000000
132.3973525,1674147600000
142.3577925,1674151200000
150.0589475,1674154800000
122.2797975,1674158400000
151.684305,1674162000000
111.97665,1674165600000
109.9645975,1674169200000
139.668295,1674172800000
119.937575,1674176400000
126.70014,1674180000000
88.6938375,1674183600000
105.1643825,1674187200000
113.67374,1674190800000
124.81997,1674194400000
85.9169925,1674198000000
123.795165,1674201600000
121.680805,1674205200000
111.4684275,1674208800000
107.273065,1674212400000
122.15728,1674216000000
151.6487825,1674219600000
105.86074,1674223200000
130.212635,1674226800000
126.8140175,1674230400000
104.1232125,1674234000000
106.78283,1674237600000
106.5892525,1674241200000
119.034375,1674244800000
122.940385,1674248400000
135.995805,1674252000000
155.6317,1674255600000
125.083825,1674259200000
129.4680125,1674262800000
149.01798,1674266400000
141.54446,1674270000000
161.29546,1674273600000
175.561675,1674277200000
166.79735,1674280800000
145.63408,1674284400000
173.39465,1674288000000
147.71965,1674291600000
151.26385,1674295200000
137.12835,1674298800000
129.580465,1674302400000
143.87079,1674306000000
141.4697125,1674309600000
181.386375,1674313200000
137.0237,1674316800000
134.164975,1674320400000
142.0059975,1674324000000
163.936975,1674327600000
137.43703,1674331200000
143.85941,1674334800000
161.8917,1674338400000
120.050025,1674342000000
152.2858075,1674345600000
169.698875,1674349200000
157.8232225,1674352800000
140.09003,1674356400000
144.9064725,1674360000000
142.3763,1674363600000
128.047155,1674367200000
162.0187,1674370800000
124.4104025,1674374400000
130.5979025,1674378000000
141.7809275,1674381600000
135.5860425,1674385200000
167.290825,1674388800000
173.0795675,1674392400000
183.7157,1674396000000
144.162325,1674399600000
145.94915,1674403200000
100.12173,1674406800000
137.25514,1674410400000
111.485025,1674414000000
131.73864,1674417600000
117.0667025,1674421200000
133.92103,1674424800000
168.669425,1674428400000
135.937995,1674432000000
118.20431,1674435600000
140.7738175,1674439200000
106.7184725,1674442800000
152.503975,1674446400000
124.0253175,1674450000000
120.45126,1674453600000
141.34902,1674457200000
161.0565,1674460800000
158.692425,1674464400000
128.2338825,1674468000000
149.09715,1674471600000
143.037625,1674475200000
168.946775,1674478800000
162.09165,1674482400000
134.579775,1674486000000
155.256475,1674489600000
131.165825,1674493200000
159.753675,1674496800000
161.738225,1674500400000
130.0794,1674504000000
166.97675,1674507600000
149.4248275,1674511200000
148.960725,1674514800000
167.2514,1674518400000
151.68175,1674522000000
131.994025,1674525600000
164.3194,1674529200000
115.015795,1674532800000
145.764875,1674536400000
124.6473325,1674540000000
126.3140375,1674543600000
125.7156425,1674547200000
152.47015,1674550800000
143.9907475,1674554400000
163.042655,1674558000000
176.28195,1674561600000
145.749215,1674565200000
150.93525,1674568800000
126.7555975,1674572400000
150.9871475,1674576000000
166.750675,1674579600000
125.5929325,1674583200000
128.549935,1674586800000
148.18302,1674590400000
144.1534575,1674594000000
168.887745,1674597600000
121.545485,1674601200000
144.8248925,1674604800000
137.42731,1674608400000
133.39387,1674612000000
127.25181,1674615600000
111.201475,1674619200000
150.1934,1674622800000
130.066225,1674626400000
184.600875,1674630000000
126.768705,1674633600000
166.4141,1674637200000
175.914925,1674640800000
153.287315,1674644400000
166.681375,1674648000000
163.620525,1674651600000
155.467325,1674655200000
126.919905,1674658800000
141.607095,1674662400000
147.06552,1674666000000
162.1791825,1674669600000
143.4506375,1674673200000
177.0457025,1674676800000
178.480725,1674680400000
165.29324,1674684000000
200.2426,1674687600000
